CONAME,GVKEY
DBT ONLINE INC,63509
PROVIDENT COMMUN BANCSHS INC,63511
CROWN EQUITY HOLDINGS INC,63516
R&G FINANCIAL CORP  -CL B,63518
TRANSACT TECHNOLOGIES INC,63520
GLOBAL DIAMOND RESOURCES INC,63522
GRAND PREMIER FINANCIAL INC,63523
METRO ONE TELECOMM INC,63525
PACIFIC COAST APPAREL INC,63526
STERICYCLE INC,63527
INTERACTION MEDIA CORP,63530
MICROVISION INC,63531
NEW YORK BAGEL ENTRPRS INC,63532
COMPURAD INC,63534
GRADALL INDUSTRIES INC,63535
GLOBAL ONE DISTR & MDSE INC,63537
SUN BANCORP INC/NJ,63538
MUNICIPAL MTG & EQUITY LLC,63541
SOUTHWEST GEORGIA FINL CORP,63543
SWISS REINSURANCE CO  -ADR,63546
AM GENERAL CORP,63547
SWEETHEART HOLDINGS INC,63548
GREAT NORTHN INSURED ANNUITY,63549
TAJ MAHAL HLDG CORP  -CL A,63550
FIRST M&F CORP,63551
ML DIRECT INC,63553
INTERNET COMMERCE & COMMUNIC,63556
CUNO INC,63559
AETERNA ZENTARIS INC,63562
AMERICAN CRAFT BREWING INTL,63567
DIEDRICH COFFEE INC,63572
KRONOS ADVANCED TECHNOLOGIES,63574
PEOPLES FINANCIAL CORP/OH,63581
INTERNATIONAL NETWORK SVCS,63589
BANK OF IRELAND  -ADR,63590
QEP CO INC,63593
THERMO BIOANALYSIS CORP,63594
WILLIS LEASE FINANCE CORP,63596
DOMINICKS FINER FOODS INC,63597
STAR MARKETS CO INC,63598
CYMER INC,63600
SHOPNET.COM INC,63601
RMH TELESERVICES INC,63602
RENTAL SERVICE CORP,63603
AAIPHARMA INC,63604
CALPINE CORP,63605
DOCUMENT SCIENCES CORP,63606
HOUSTON EXPLORATION CO,63607
TECHNOLOGY MODELING ASSOC,63608
CLOSURE MEDICAL CORP,63617
ALLEGIANCE CORP,63619
CROSS CONTNT AUTO RETAILERS,63620
HOT TOPIC INC,63621
PAN AM CORP/FL,63624
AMER RESIDENTIAL SVCS INC,63627
CARNEGIE INTL CORP,63628
COFFEE PEOPLE INC,63630
ENSEC INTERNATIONAL INC,63632
EUROTECH LTD,63633
LCC INTERNATIONAL INC  -CL A,63635
MILLENNIUM CHEMICALS INC,63637
MORGAN STAN EASTERN EUROPE,63638
OCWEN FINANCIAL CORP,63639
PEERLESS SYSTEMS CORP,63640
SNYDER COMMUNICATIONS INC,63641
ABERCROMBIE & FITCH  -CL A,63643
ADVANCED DIGITAL INFO CORP,63644
ENDO PHARMACEUTICALS HLDGS,63645
INDUSRI-MATEMATIK INTL CORP,63648
KAPSON SR QUARTERS CORP,63649
SPECTRUM PHARMACEUTICALS INC,63650
ROFIN SINAR TECHNOLOGIES INC,63651
XIONICS DOCUMENT TECHNOLGIES,63652
ABACUS DIRECT CORP,63653
CELLNET DATA SYSTEMS INC,63656
COX RADIO INC  -CL A,63657
GARGOYLES INC,63658
HALTER MARINE GROUP INC,63659
INTELLIGROUP INC,63661
LEAPNET INC,63662
AUTHORIZE.NET HOLDINGS INC,63663
SYSTEMONE TECHNOLOGIES INC,63664
STOCKWALK GROUP INC,63665
ROCKSHOX INC,63666
EDGEWATER TECHNOLOGY INC,63667
UNIVISION COMMUNICATIONS INC,63669
ORCKIT COMMUNICATIONS LTD,63671
CBES BANCORP INC,63672
COMPTON PETROLEUM CORP,63673
BIONOVA HOLDING CORP,63674
NMT MEDICAL INC,63676
ADVANCED FIBRE COMM INC,63678
D & E COMMUNICATIONS INC,63679
FILM ROMAN INC,63680
SELECT SOFTWARE TOOLS  -ADR,63682
STORM TECHNOLOGY INC,63684
CENTRUE FINANCIAL CORP,63687
CN BIOSCIENCES INC,63689
FOOTSTAR INC,63690
AHT CORP,63693
CONTROL DEVICES INC,63694
COSTILLA ENERGY INC,63695
EMPIRE RESOURCES INC,63698
PREMIER CMNTY BANKSHARES INC,63699
ANTARES PHARMA INC,63700
PEERLESS GROUP INC,63701
SOUTH STREET FINANCIAL CORP,63702
ARDEN REALTY INC,63705
CORNELL COMPANIES INC,63707
DOVER MOTORSPORTS INC,63708
INTEGRATED LIVING CMNTYS INC,63711
XANADOO CO,63716
BEXIL CORP,63718
HUMBOLDT BANCORP,63722
NB & T FINANCIAL GROUP INC,63723
NAVIGANT CONSULTING INC,63724
WEST BANCORPORATION INC,63725
DYNAMOTIVE ENERGY SYS CORP,63726
GREENLIGHT COMMUNICATNS INC,63727
ADVANCEPCS,63728
CHESTER BANCORP INC,63730
EVEREN CAPITAL CORP,63731
ING LIFE INS & ANNUITY CO,63734
ALLSTATE LIFE INSUR CO/NY,63735
HARTFORD LIFE INSURANCE CO,63736
MERRILL LYNCH LIFE INSUR CO,63737
METROPANE INC,63738
BJ'S RESTAURANTS INC,63739
ORGANIC TO GO FOOD CORP,63740
LASON INC,63741
MARKWEST HYDROCARBON INC,63742
SPLASH TECHNOLOGY HLDGS INC,63744
EAT AT JOES LTD,63752
GULFSTREAM AEROSPACE,63754
KITTY HAWK INC,63755
ON COMMAND CORP,63757
QUADRAMED CORP,63758
SCOR  -ADR,63759
SUBURBAN OSTOMY SUPPLY CO,63760
TRUSTED INFORMATION SYS INC,63761
NETMOVES CORP,63762
HIBBETT SPORTS INC,63763
INTENSIVA HEALTHCARE CORP,63764
MAII HOLDINGS INC,63765
SABRE HOLDINGS CORP  -CL A,63766
SUPERIOR CONSULTANT HLDGS CP,63768
SUPERIOR ESSEX INC,63769
VIRGINIA GAS CO,63770
CUSEEME NETWORKS INC,63771
XOMED SURGICAL PRODS,63772
CARSON INC  -CL A,63775
MEDICONSULT.COM INC,63779
SECURITY CAP ATLANTIC INC,63780
WINTRUST FINANCIAL CORP,63781
AMER BUSINESS FINL SVCS INC,63782
ACCESS SOLUTIONS INTL INC,63788
ARQULE INC,63789
ADVENTRX PHARMACEUTICALS INC,63790
SUNBURST HOSPITALITY CORP,63791
CREDIT STORE INC,63793
METROGOLF INC,63794
ORGANITECH USA INC,63795
MEMCO SOFTWARE LTD,63796
ACNIELSEN CORP,63797
AMERITYRE CORP,63798
BRITTON & KOONTZ CAP CORP,63799
IMS HEALTH INC,63800
DIGEX INC-OLD,63801
TALX CORP,63803
TRANSKARYOTIC THERAPIES INC,63804
XLCONNECT SOLUTIONS INC,63805
COMMUNITY CARE SERVICES INC,63809
MATRIX BANCORP INC-OLD,63811
VERTRUE INC,63812
NORTH VALLEY BANCORP,63814
PRENTISS PROPERTIES TRUST,63815
AVATECH SOLUTIONS INC,63821
INNOVEDA INC,63822
TEXAS EQUIPMENT CORP,63824
VIATEL INC,63825
ACI TELECENTRICS INC,63826
IMAGE GUIDED TECHNLGIES INC,63827
POLAR MOLECULAR HLDG CORP,63828
ALYN CORP,63832
METRO NETWORKS INC,63835
ONTRACK DATA INTL INC,63836
CYBERMEDIA INC,63843
UNITED AUTO GROUP INC,63847
WILD OATS MARKETS INC,63848
ENAMELON INC,63854
HOMEGATE HOSPITALITY INC,63855
OPTIMAL GROUP INC,63857
ITIS HOLDINGS INC,63858
SMARTALK TELESERVICES INC,63859
MAGNUM SPORTS & ENTMT INC,63862
USANA HEALTH SCIENCES INC,63863
AWARD SOFTWARE INTL INC,63865
CUBIST PHARMACEUTICALS INC,63866
GRANITE FINANCIAL INC,63867
INFINITY FINL TECHNOLOGY INC,63868
INTL TELECOMM DATA SYSTM INC,63869
METRIS COMPANIES INC,63870
QC OPTICS INC,63871
SIMULATION SCIENCES INC,63873
STAGE STORES INC,63874
GVI SECURITIES SOLUTIONS INC,63875
TRIUMPH GROUP INC,63876
U S FRANCHISE SYS INC  -CL A,63877
UROQUEST MEDICAL CORP,63878
PJ AMERICA INC,63881
DUTCH GOLD RESOURCES INC,63882
THERMO FIBERGEN INC,63883
AURUM SOFTWARE INC,63885
QUEST EDUCATION CORP,63886
SEQUEL TECHNOLOGY CORP,63888
INSTRUMENTATION LAB  -ADR,63889
ASPEON INC,63890
METROPOLITAN FINL CORP/OH,63891
NATIONAL OILWELL VARCO INC,63892
V-ONE CORP,63894
BITSTREAM INC  -CL A,63895
BOYKIN LODGING CO,63896
DOMINICKS SUPERMARKETS INC,63897
MIDWAY GAMES INC,63898
PACIFIC BIOMETRICS INC,63899
PRESSURE BIOSCIENCES INC,63901
PAO DE ACUCAR BRASIL  -GDR,63904
DEPUY INC,63905
DONNELLEY ENTERPRISE SLTNS,63906
EDUCATION MANAGEMENT CORP,63907
EQUISURE INC,63908
VITECH AMERICA INC,63912
ZAG INDUSTRIES LTD,63913
CNH GLOBAL NV,63914
ALLIN CORP,63915
DELTA FINANCIAL CORP,63917
HOMESTEAD VILLAGE INC,63918
INGRAM MICRO INC,63919
KEVCO INC,63920
NET SERVICOS DE COMMUN  -ADR,63922
OFFSHORE ENERGY DEVLP,63923
PRIME SERVICE INC,63924
RIDGEVIEW INC,63925
ROOM PLUS INC,63926
UNITED NATURAL FOODS INC,63927
VOXWARE INC,63928
AFSALA BANCORP INC,63929
FAMOUS DAVES OF AMERICA INC,63930
AVIRON,63934
CANDLEWOOD HOTEL CO INC,63935
FIRST FED NOR MICH BANCORP,63936
SEACHANGE INTERNATIONAL INC,63938
SYMONS INTERNATIONAL GRP INC,63939
TELLURIAN INC,63940
TRIANGLE PHARMACEUTICALS INC,63941
FIRST AVE NETWORKS INC,63942
AMERIVEST PROPERTIES INC,63943
INTEGRATED MEDICAL RESOURCES,63944
APPLIED IMAGING CORP,63945
NCO GROUP INC,63951
PRIMUS TELECOMM GROUP INC,63952
SPECIALTY CATALOG CORP,63953
COMMERCIAL BANCSHARES INC/OH,63954
ALYSIS TECHNOLOGIES INC,63955
IMRGLOBAL CORP,63956
L-1 IDENTITY SOLUTIONS INC,63959
AGILITY CAPITAL INC,63962
TUXIS CORP,63963
MCSI INC,63966
EMPIRE MINERALS CORP,63967
PROSOURCE INC  -CL A,63968
AMERICAN MEDSERVE CORP,63970
STEINER LEISURE LTD,63971
ANDEAN DEVELOPMENT CORP,63972
BRISTOL RETAIL SOLUTIONS INC,63974
CONSOLIDATED FREIGHTWAYS CP,63975
BOCA RESORTS INC,63976
RETURN ASSURED INC,63977
CLICKNSETTLE.COM INC,63979
KROLL INC,63980
SMALLWORLDWIDE PLC  -ADR,63981
SANCHEZ COMPUTER ASSOCS INC,63984
MONTEREY RESOURCES INC,63985
EPLUS INC,63986
VIMPEL COMMUN OJS   -ADR,63987
TL ADMINISTRATION CORP,63990
BLOWOUT ENTERTAINMENT INC,63995
CV THERAPEUTICS INC,63996
GOLD BANC CORP INC,63998
ALTIVA FINANCIAL CORP,64000
RANKIN AUTOMOTIVE GROUP INC,64001
SEAMED CORP,64002
TICKETMASTER GROUP INC,64003
VIROPHARMA INC,64004
3D LABS INC LTD,64005
GEOTEL COMMUNICATIONS CORP,64007
LIBERTY SAT & TECH   -CL A,64008
PRESCIENT APPLIED INTELLIGEN,64009
AXOGEN LTD  -ADR,64010
COMMUNITY BANKSHARES INC/SC,64011
INTEGRATED SURGICAL SYS INC,64014
ODD JOB STORES INC,64015
OBIE MEDIA CORP,64016
PANAVISION INC,64017
STYLING TECHNOLOGY CORP,64019
TELEGEN CORP,64020
GRAPHON CORP,64021
TELEDIGITAL INC,64022
SOUTHBANC SHARES INC,64023
CA NAC TELEFONOS VENEZ  -ADR,64024
HEALTHCARE FINL PARTNERS INC,64025
METALLINE MINING INC,64027
NU SKIN ENTERPRISES  -CL A,64028
ROGUE WAVE SOFTWARE INC,64029
STEEL DYNAMICS INC,64030
TOP IMAGE SYSTEMS LTD,64036
BRILLIANT DIGITAL ENTMT INC,64038
NEOMEDIA TECHNOLOGIES INC,64041
CB RICHARD ELLIS SVCS,64045
DR SOLOMONS GROUP PLC  -ADR,64047
LINENS N THINGS INC,64048
MANCHESTER TECHNOLOGIES INC,64049
ROADHOUSE GRILL INC,64051
API ELECTRONICS GROUP INC,64052
VCAMPUS CORP,64054
WEST CORP,64055
CAROLINA FINCORP,64056
BIACORE INTL AB  -ADR,64057
BRANTLEY CAPITAL CORP,64058
FIREARMS TRAINING SYS  -CL A,64060
FORRESTER RESEARCH INC,64061
FRESHSTART VENTURE CAP CORP,64062
GENESIS ENERGY  -LP,64063
PS FINANCIAL INC,64064
THINK NEW IDEAS INC,64066
PREMIUM BRANDS INCOME FUND,64072
LEADING EDGE PACKAGING INC,64075
NATIONAL SCIENTIFIC CORP,64077
MOONEY AEROSPACE GROUP LTD,64079
PREMIERWEST BANCORP,64082
VIASAT INC,64088
TTI TEAM TELECOM INTL LTD,64089
NEWPORT NEWS SHIPBUILDING,64096
INNOPET BRANDS CORP,64098
INTELLISYNC CORP,64099
WEBSECURE INC,64100
INVENTURE GROUP INC,64102
POWERWAVE TECHNOLOGIES INC,64103
COLT TELECOM GROUP PLC  -ADR,64110
ECHELON INTERNATIONAL CORP,64112
ECOMAT INC,64113
TEAM AMERICA CORP,64115
UNISOURCE WORLDWIDE INC,64117
ANTHONY (C.R.) CO,64119
OCUREST LABORATORIES INC,64120
HIGHWAY HOLDINGS LTD,64121
INAMERICA CORP,64124
MONEYGRAM PAYMENT SYS INC,64125
SKYMALL INC,64127
VIVID TECHNOLOGIES INC,64128
SMF ENERGY CORP,64130
WORLD HEART CORP,64132
ALL AMERN FOOD GROUP INC,64133
AURORA GOLD CORP,64134
DELTIC TIMBER CORP,64135
PENDARIES PETROLEUM LTD,64136
ANSALDO SIGNAL NV,64139
COMMUNITY CENTRAL BK CORP,64142
ECSOFT GROUP PLC  -ADR,64143
MESSAGEMEDIA INC,64145
GROUPE AB  -ADR,64146
MARQUEE GROUP INC,64148
VERSATILITY INC,64150
DATAMIRROR CORP,64152
DATA TRANSLATION INC,64153
FACTORY CARD OUTLET & PTY CP,64154
MONSTER WORLDWIDE INC,64156
APT SATELLITE HOLDINGS -ADR,64159
AFTERMARKET TECHNOLOGY CORP,64160
BOWLIN OUTDOOR AD&TRAVEL CTR,64161
COVANCE INC,64162
DIGITAL POWER CORP,64163
IGATE CORP,64165
QUEST DIAGNOSTICS INC,64166
TITAN EXPLORATION INC,64168
CHINA TECHNOLOGY DEV GRP CP,64169
ACCENT COLOR SCIENCES INC,64171
CRAGAR INDUSTRIES INC,64172
CREDIT MGMT SOLUTIONS INC,64173
FOCUS AFFILIATES INC,64174
LITHIA MOTORS INC  -CL A,64175
MILLBROOK PRESS INC,64176
PROCOM TECHNOLOGY INC,64177
SWISHER INTL GRP INC  -CL A,64178
AMSCAN HOLDINGS INC,64180
OAO TATNEFT  -ADR,64181
AVAX TECHNOLOGIES INC,64182
BA MERCHANT SVCS INC  -CL A,64183
DELIAS INC -OLD,64184
LARSCOM INC  -CL A,64186
BEVERLY HILLS BANCORP INC,64189
BIG FOOT FINANCIAL CORP,64192
FIRST MARINER BANCORP,64194
CAREGUIDE INC,64197
PRIMEX TECHNOLOGIES INC,64198
RIVER VALLEY BANCORP,64199
DIGITAL INFO SECURITY CO,64200
3DX TECHNOLOGIES INC,64201
BRIDGE VIEW BANCORP,64205
CENTURY BANCORP INC/NC,64206
NEW YORK HEALTH CARE INC,64209
SOUTHERN CMNTY BANCSHRS INC,64210
WILSHIRE BANCORP INC,64218
DXP ENTERPRISES INC,64223
UNITED SECURITY BANCSHARS CA,64228
DTA HOLDING AG -ADR,64230
HOME CITY FINANCIAL CORP,64231
PETRO STOPPING CENTERS  -LP,64234
BLUE FISH CLOTHING INC,64235
SUN HYDRAULICS CORP,64254
CIAO CUCINA CORP,64261
ROSLYN BANCORP INC,64262
ARAMEX INTERNATIONAL LTD,64263
FIRSTFED AMER BANCORP INC,64267
ECO SOIL SYSTEMS INC,64271
MC INFORMATICS INC,64272
CAL-MAINE FOODS INC,64275
ELTEK LTD,64278
WI-TRON INC,64279
CD WAREHOUSE INC,64280
EARTHLINK NETWORK INC,64281
EFJ INC,64282
SEEC INC,64283
PARADISE MUSIC & ENTMT INC,64284
RDO EQUIPMENT CO  -CL A,64292
LOYALTYPOINT INC,64296
COULTER PHARMACEUTICAL INC,64299
AMEGY BANCORPORATION INC,64301
ADMINISTAFF INC,64302
AMERUS GROUP CO  -CL A,64303
COLDWATER CREEK INC,64304
KILROY REALTY CORP,64306
CAREDATA.COM INC,64307
PHOTOELECTRON CORP,64308
TEMPLATE SOFTWARE INC,64309
GENESIS DEV & CONSTR LTD,64310
DONCASTERS PLC  -ADR,64313
EPIX PHARMACUETICALS INC,64314
MEDIALINK WORLDWIDE INC,64319
MEDICAL MANAGER CORP-OLD,64320
METRO INFORMATION SVCS INC,64321
NATIONAL AUTO RECEIVABLES,64322
SCPIE HOLDINGS INC,64323
BLUEPHOENIX SOLUTIONS LTD,64325
CERUS CORP,64327
SR INVESTMENT INC,64329
APPIANT TECHNOLOGIES INC,64330
TRIGON HEALTHCARE INC,64332
AASTROM BIOSCIENCES INC,64334
BIORA AB  -ADR,64335
CHINA EASTERN AIRLINES -ADR,64336
NOVATEL INC,64340
ERESEARCHTECHNOLOGY INC,64341
VAIL RESORTS INC,64344
BRUNSWICK TECHNOLOGIES INC,64345
EPIQ SYSTEMS INC,64346
YURIE SYSTEMS INC,64348
DIGITAL LIGHTWAVE INC,64351
PREFERRED EMPLOYERS HOLDINGS,64353
KNIGHTSBRIDGE TANKERS LTD,64355
CIENA CORP,64356
FOUR MEDIA CO,64357
HEALTH GRADES INC,64360
INTERACTIVE SYSTEMS WORLDWDE,64363
GENERAL BEARING CORP,64364
GOLF TRUST OF AMERICA INC,64365
PURO WATER GROUP INC,64366
COAST DENTAL SERVICES INC,64367
VIRTUAL COMMUNITIES INC,64369
INDEPENDENCE BREWING CO,64370
NAVIDEC INC,64371
QUALIX GROUP INC,64373
BIOSITE INC,64375
DAOU SYSTEMS INC,64381
INTERDENT INC,64382
RADIANT SYSTEMS INC,64383
ILOG SA  -ADR,64386
JUDGE GROUP INC,64387
SILGAN HOLDINGS INC,64389
MICRO THERAPEUTICS INC,64392
AVOCENT CORP,64397
COMPLETE WELLNESS CTRS INC,64398
POINT.360,64402
METROPOLITAN HLTH NTWRKS INC,64404
OVERLAND STORAGE INC,64408
ENERGY SEARCH INC,64409
CARMAX INC,64410
ILEX ONCOLOGY INC,64412
THERMEDICS DETECTION INC,64415
DIAMOND MANAGEMENT & TECHNL,64418
IONA TECHNOLOGIES PLC  -ADR,64420
DELTEK SYSTEMS INC,64423
NACT TELECOMMUNICATIONS INC,64425
ESPRIT TELECOM GROUP  -ADR,64430
FIRST AVIATION SERVICES INC,64433
MERCURY WASTE SOLUTIONS INC,64436
VISTANA INC,64439
GLOBAL MED TECHNOLOGIES INC,64451
RIVIERA TOOL CO,64455
ATL PRODUCTS INC,64462
ROBROY INDUSTRIES INC  -CL A,64477
MACROVISION CORP,64480
NEWSTATE HOLDINGS INC,64482
ABSOLUTE POTENTIAL INC,64483
NEOMAGIC CORP,64485
GUITAR CENTER INC,64486
EURO TECH HOLDINGS CO LTD,64488
TOMORROWS MORNING INC,64489
COLONIAL HOLDINGS INC  -CL A,64491
ENDOCARDIAL SOLUTIONS INC,64497
KONTRON MOBILE COMPUTING INC,64507
NETCRUISE.COM INC,64508
JENNA LANE INC,64509
PALEX INC,64510
PURADYN FILTER TECHNOLOGIES,64511
OMNIQUIP INTERNATIONAL INC,64513
PHYSICIANS SPECIALTY CORP,64514
CELL THERAPEUTICS INC,64515
GETTY PETROLEUM MKTG INC,64516
ENTREE GOLD INC,64517
ASIA PACIFIC WIRE&CABLE CORP,64523
SPIGADORO INC,64526
AHL SERVICES INC,64528
AMEDIA NETWORKS INC,64534
EDGE PETROLEUM CORP,64535
EURONET WORLDWIDE INC,64536
PROMEDCO MANAGEMENT CO,64537
SPECIAL METALS CORP,64538
CORGI INTERNATIONAL LTD -ADR,64539
AVIATION DISTRIBUTORS INC,64540
SCOOT.COM PLC  -ADR,64541
KOS PHARMACEUTICALS INC,64542
PLUMA INC,64543
ARTECON INC,64544
GLOBAL INCOME FUND INC,64545
ADVANCE FINANCIAL BANCORP,64546
SCBT FINANCIAL CORP,64547
CHICAGO BRIDGE & IRON CO,64549
ALTAIR NANOTECHNOLOGIES INC,64550
TD AMERITRADE HOLDING CORP,64552
GS FINANCIAL CORP,64554
HEMLOCK FEDERAL FINANCIAL CP,64555
COMMODORE SEPARATION TCHNLGY,64557
TPC LIQUIDATION,64560
PULASKI BANCORP INC,64561
ENSTAR INC,64563
SKIBO FINANCIAL CORP,64567
GULF ISLAND FABRICATION INC,64568
CIA PARANAENSE ENERGIA  -ADR,64577
RELIANCE ACCEPTANCE GRP INC,64580
JENSON INTERNATIONAL INC,64581
SOURCE CAPITAL INC,64582
DIALYSIS CORP OF AMERICA-OLD,64583
FIRST SOUTH BANCORP INC/VA,64584
ZEROPLUS.COM INC,64589
MEADE INSTRUMENTS CORP,64595
NEXAR TECHNOLOGIES INC,64596
PEREGRINE SYSTEMS INC,64597
SCOOP INC,64598
VALLEY NATIONAL GASES INC,64602
ACCELGRAPHICS INC,64603
HOMELAND SECURITY NETWRK INC,64605
BEA SYSTEMS INC,64606
REVOLUTIONS MEDICAL CORP,64608
WESLEY JESSEN VISIONCARE INC,64611
BRYLANE INC,64612
BIRMAN MANAGED CARE,64613
HAMILTON BANCORP INC/FL,64614
EMPIRE FEDERAL BANCORP INC,64615
ERGOBILT INC,64619
VIEWCAST.COM INC,64620
NATIONWIDE FINL SVCS  -CL A,64621
SYNTROLEUM CORP,64626
TAKE-TWO INTERACTIVE SFTWR,64630
ASI SOLUTIONS INC,64631
CORNERSTONE PROPERTIES INC,64633
DECRANE AIRCRAFT HLDGS INC,64634
EMCORE CORP,64637
AESP INC,64638
COVANSYS CORP,64639
GENERAL CIGAR HLDGS  -CL A,64640
EGGHEAD.COM INC,64644
BIO-KEY INTERNATIONAL INC,64645
WHG RESORTS & CASINOS INC,64647
WHEELS SPORTS GROUP INC,64648
CORNERSTONE RLTY INCOME TR I,64650
D G JEWELRY INC,64652
SIGNATURE INNS INC,64657
US RENTALS INC,64658
CHINA ENERGY RESOURCES CORP,64659
STEELCLOUD INC,64663
GO2NET INC,64669
UNIVEC INC,64675
BIONX IMPLANTS INC,64680
CASCO INTERNATIONAL INC,64681
EXIGENT INTL INC,64682
TALBERT MED MGMT HLDGS CORP,64685
OLD GUARD GROUP INC,64687
PROFILE TECHNOLOGIES INC,64688
TURBODYNE TECHNOLOGIES INC,64689
AUTOLIV INC,64690
GENERAL CREDIT CORP,64691
PEOPLES-SIDNEY FINANCIAL CP,64692
CABLE & WIRELESS COMM  -ADR,64694
LONG BEACH FINANCIAL CORP,64696
FLAGSTAR BANCORP INC,64699
INTERNATIONAL COMPUTEX INC,64701
DOCDATA NV  -ADR,64705
SCHIFF NUTRITION INTL INC,64708
BROOKDALE LIVING CMNTYS INC,64711
DTM CORP,64713
MARINE MGMT SYSTEMS INC,64715
DICTAPHONE CORP/DE,64723
CENTRAL RENTS INC,64724
FLOUR CITY INTL INC,64726
KAYNAR TECHNOLOGIES INC,64727
BLACKROCK MUNIHOLDINGS FUND,64729
HCB BANCSHARES INC,64733
GLOBAL MATRECHS INC,64734
WINMAX TRADING GROUP INC,64736
GREAT LAKES REIT INC,64738
JOURNAL REGISTER CO,64739
BRIGHAM EXPLORATION CO,64741
FRANKLIN FINANCIAL CORP/TN,64742
IELEMENT CORP,64744
KNOLL INC,64745
SUPERMERCADOS UNIMARC  -ADR,64746
TELESYSTEM INTL WIRELESS INC,64747
WESTERN SIERRA BANCORP,64748
ASD GROUP INC,64753
BIOMETRICS SECURITY TECH INC,64754
VITA FOOD PRODUCTS INC,64760
FIRST CAROLINA INVESTORS,64761
HAWAIIAN NATURAL WATER INC,64763
OCWEN ASSET INVESTMENT CORP,64765
RAMBUS INC,64766
VITAL IMAGES INC,64767
AMAZON.COM INC,64768
SIERRACITIES.COM INC,64769
ADAMS OUTDOOR ADVERTSG  -LP,64771
TOTAL CONTROL PRODUCTS INC,64772
LHS GROUP INC,64776
MINEFINDERS CORP LTD,64779
CDSI HOLDINGS INC,64780
WESTFIELD AMERICA INC,64782
JEFFERSONVILLE BANCORP,64784
LEXINGTON HEALTHCARE GROUP,64786
ESSEX INTERNATIONAL INC,64789
G WILLI-FOOD INTL LTD,64791
UNITED COMMUNITY BANKS INC,64794
CHINA TECHNOLOGY GLOBAL CORP,64795
MER TELEMGMT SOLUTIONS LTD,64796
NEI WEBWORLD INC,64797
SEVEN SEAS PETROLEUM INC,64799
TROVER SOLUTIONS INC,64807
SUMMIT HLDG SOUTHEAST INC,64808
TANISYS TECHNOLOGY INC,64809
HARTFORD LIFE INC  -CL A,64813
NATURAL SOLUTIONS CORP,64814
CFI MORTGAGE INC,64816
WILSONS LEATHER EXPERTS INC,64820
ALEXANDRIA R E EQUITIES INC,64821
CAREY INTERNATIONAL INC,64822
DSI TOYS INC,64830
WESTSIDE ENERGY CORP,64831
NETSPEAK CORP,64833
RYANAIR HOLDINGS PLC  -ADR,64835
CITYVIEW CORP LTD,64837
AMERICAN RETIREMENT CORP,64839
ASCENT PEDIATRICS INC,64840
DESSAUER GLOBAL EQUITY FUND,64841
DEBT STRATEGIES FUND INC,64847
KMG CHEMICALS INC,64848
REIS INC,64850
BLUEFLY INC,64851
RF MICRO DEVICES INC,64853
AVI BIOPHARMA INC,64857
PAMECO CORP  -CL A,64859
CORNERSTONE PRPANE PTNR  -LP,64861
ESHARE COMMUNICATIONS INC/GA,64863
CONCERO INC,64864
CARDIMA INC,64865
LOTTERY & WAGERING SOLUTIONS,64866
SILVERLEAF RESORTS INC,64867
HANDY HARDWARE WHLSL  -CL A,64870
WHITE ROSE FOODS INC,64874
IRIDIUM WORLD COMMUN  -CL A,64875
SANTA FE INTERNATIONAL CORP,64876
IVANHOE ENERGY INC,64879
MYTURN.COM INC,64880
GLOBALNET FINANCIAL.COM INC,64881
DELSOFT CONSULTING INC,64882
H T E INC,64884
EFAX.COM INC,64886
PEAPOD INC,64888
POLO RALPH LAUREN CP  -CL A,64891
CUMBERLAND FARMS INC  -CL A,64892
OPTISYSTEMS SOLUTIONS LTD,64893
RC2 CORP,64896
STAR TELECOMMUNICATIONS INC,64898
CAPROCK COMMUNICATIONS CORP,64899
MAXIMUS INC,64901
WASTE INDUSTRIES USA  INC,64902
US GLOBAL NANOSPACE INC,64906
EDP-ENERGIAS DE PORTUGAL-ADR,64910
FORMULAB NEURONETICS  -ADR,64912
GENESYS TELECOMM LABS INC,64914
INTEST CORP,64915
NORTEL INVERSORA SA  -ADR,64917
ORBIT/FR INC,64918
INFOTECH USA INC,64919
WORLDPORT COMMUNICATIONS INC,64921
ARIS CORP/WA,64924
BOSTON PROPERTIES INC,64925
NEW ERA OF NETWORKS INC,64927
SIMULATIONS PLUS INC,64929
TIB FINANCIAL CORP,64930
AURORA BIOSCIENCES CORP,64931
GRIFFIN LAND & NURSERIES INC,64934
LASER POWER CORP,64936
RWD TECHNOLOGIES INC,64939
SHERIDAN ENERGY INC,64940
STARTEK INC,64942
ARM FINANCIAL GROUP INC-CL A,64943
GREAT PLAINS SOFTWARE INC,64950
PEAK INTERNATIONAL LTD,64955
PROFESSIONAL TRANSN GRP INC,64956
GEO PETROLEUM INC,64957
METRIKA SYSTEMS CORP,64961
APPLE ORTHODONTIX INC  -CL A,64963
ACORN PRODUCTS INC,64964
SINOPEC BEIJ YAN PETRO -ADR,64965
DOMAIN ENERGY CORP,64966
QWEST COMMUNICATION INTL-OLD,64967
PACIFIC PREMIER BANCORP INC,64979
QUINENCO SA  -ADR,64981
SAXTON INC,64983
3DFX INTERACTIVE INC,64984
WATERLINK INC,64985
800 JR CIGAR INC,64989
NEW CENTURY FINANCIAL CORP,64991
ROBOCOM SYSTEMS INTL INC,64993
GEVITY HR INC,64994
